key,summary,description,assignee
HADOOP-15721,Disable checkstyle javadoc warnings for test classes,"The current checkstyle rules with throw a warning if the javadoc is missing for a test class which is of minimal value. We should consider disabling this check and allowing contributors to comment test classes as they see fit.

Here is an example:
{code:java}
./hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/linux/runtime/MockLinuxContainerRuntime.java:27:public class MockLinuxContainerRuntime implements LinuxContainerRuntime {: Missing a Javadoc comment. [JavadocType]{code}",dineshchitlangia
HADOOP-15719,Fail-fast when using OAuth over http,"If you configure OAuth and then use abfs:// instead of abfss:// it will fail, but it takes a very long time, and still isn't very clear why. Good place to put a good human-readable exception message and fail fast.",danielzhou
HADOOP-15717,TGT renewal thread does not log IOException,"I came across a case where tgt.getEndTime() was returned null and it resulted in an NPE, this observation was popped out of a test suite execution on a cluster. The reason for logging the {{IOException}} is that it helps to troubleshoot what caused the exception, as it can come from two different calls from the try-catch.

I can see that [~gabor.bota] handled this with HADOOP-15593, but apart from logging the fact that the ticket's {{endDate}} was null, we have not logged the exception at all.
With the current code, the exception is swallowed and the thread terminates in case the ticket's {{endDate}} is null. 
As this can happen with OpenJDK for example, it is required to print the exception (stack trace, message) to the log.
The code should be updated here: https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/security/UserGroupInformation.java#L918
",snemeth
HADOOP-15715,ITestAzureBlobFileSystemE2E timing out with non-scale timeout of 10 min,"{{ITestAzureBlobFileSystemRandomRead}} is timing out on remote parallel test runs, because its working with multi MB files, which need bandwidth which the other tests deny.

Either it needs to be tagged as a scale test, or, as minimum, timeout changed to match that value",danielzhou
HADOOP-15714,tune abfs/wasb parallel the sequential test execution,"after HADOOP-15664, sequential tests don't run unless you ask for them with the sequential tests profile, as there are now separate profiles for parallel-tests, parallel-tests-abfs and parallel-tests-wasb, so the sequential-tests profile can't just run if !parallel-tests

Proposed: revert back to only having one parallel-tests property, but allow it to take the values ""abfs"" and ""wasb"" to explicitly enable on those suites.

This would add the set of options

* -Dparallel-tests : all tests in parallel   (== true at runtime)
* -Dparallel-tests=abfs   abfs tests only
* -Dparallel-tests=wasb wasb tests only
* """" : nothing defined, sequential

the activations of the profiles would then look at the values in their activation; sequential-tests would be triggered if it was unset.

",danielzhou
HADOOP-15710,ABFS checkException to map 403 to AccessDeniedException,"when you can't auth to ABFS, you get a 403 exception back. This should be translated into an access denied exception for better clarity/handling",stevel@apache.org
HADOOP-15709,Move S3Guard LocalMetadataStore constants to org.apache.hadoop.fs.s3a.Constants,"Move the following constants from {{org.apache.hadoop.fs.s3a.s3guard.LocalMetadataStore}} to  {{org.apache.hadoop.fs.s3a.Constants}} (where they should be):
* DEFAULT_MAX_RECORDS
* DEFAULT_CACHE_ENTRY_TTL_MSEC
* CONF_MAX_RECORDS
* CONF_CACHE_ENTRY_TTL",gabor.bota
HADOOP-15708,Reading values from Configuration before adding deprecations make it impossible to read value with deprecated key,"Hadoop Common contains a widely used Configuration class.
 This class can handle deprecations of properties, e.g. if property 'A' gets deprecated with an alternative property key 'B', users can access property values with keys 'A' and 'B'.
 Unfortunately, this does not work in one case.
 When a config file is specified (for instance, XML) and a property is read with the config.get() method, the config is loaded from the file at this time. 
 If the deprecation mapping is not yet specified by the time any config value is retrieved and the XML config refers to a deprecated key, then the deprecation mapping specified, the config value cannot be retrieved neither with the deprecated nor with the new key.
 The attached patch contains a testcase that reproduces this wrong behavior.

Here are the steps outlined what the testcase does:
 1. Creates an XML config file with a deprecated property
 2. Adds the config to the Configuration object
 3. Retrieves the config with its deprecated key (it does not really matter which property the user gets, could be any)
 4. Specifies the deprecation rules including the one defined in the config
 5. Prints and asserts the property retrieved from the config with both the deprecated and the new property keys.

For reference, here is the log of one execution that actually shows what the issue is:
{noformat}
Loaded items: 1
Looked up property value with name hadoop.zk.address: null
Looked up property value with name yarn.resourcemanager.zk-address: dummyZkAddress
Contents of config file: [<?xml version=""1.0""?>, <configuration>, <property><name>yarn.resourcemanager.zk-address</name><value>dummyZkAddress</value></property>, </configuration>]
Looked up property value with name hadoop.zk.address: null
2018-08-31 10:10:06,484 INFO  Configuration.deprecation (Configuration.java:logDeprecation(1397)) - yarn.resourcemanager.zk-address is deprecated. Instead, use hadoop.zk.address
Looked up property value with name hadoop.zk.address: null
Looked up property value with name hadoop.zk.address: null

java.lang.AssertionError: 
Expected :dummyZkAddress
Actual   :null
{noformat}
*As it's visible from the output and the code, the issue is really that if the config is retrieved either with the deprecated or the new value, Configuration both wants to serve the value with the new key.*
 *If the mapping is not specified before any retrieval happened, the value is only stored under the deprecated key but not the new key.*",zsiegl
HADOOP-15707,Add IsActiveServlet to be used for Load Balancers,"Hadoop has a few services with HA setups and it is common to set them behind Load Balancers.
We should add a way for the Load Balancers to understand what should be the UI to show.
For example, the standby RM just redirects the requests to the active RM.
However, if both RMs are behind a Load Balancer the IP might not be reachable.

Most Load balancers have probes to check if a server reports HTTP code 200:
* [Azure|https://docs.microsoft.com/en-us/azure/load-balancer/load-balancer-custom-probe-overview]
* [AWS|https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-healthchecks.html]

Components in Hadoop (e.g., NN, RM, Router,...) should have a unified way to report if they are active.",lukmajercak
HADOOP-15706,Typo in compatibility doc: SHOUD -> SHOULD,"{quote}% grep SHOUD ./hadoop-common-project/hadoop-common/src/site/markdown/Compatibility.md
Apache Hadoop revisions SHOUD retain binary compatability such that end-user{quote}",laszlok
HADOOP-15705,"Typo in the definition of ""stable"" in the interface classification","""Compatible changes allowed: maintenance (x.Y.0)""

should be 

""Compatible changes allowed: maintenance (x.y.Z)""",templedf
HADOOP-15704,Mark ABFS extension package and interfaces as LimitedPrivate/Unstable,"Refer to Steve's comments in HADOOP-15692.  Passing the FS or FS URI to the CustomDelegationTokenManager would allow it to provide per-filesystem tokens.  We currently have implementations of CustomDelegationTokenManager, and need to do a little leg work here, but it may be possible to update before GA.",stevel@apache.org
HADOOP-15703,ABFS - Implement client-side throttling ,"Big data workloads frequently exceed the AzureBlobFS max ingress and egress limits (https://docs.microsoft.com/en-us/azure/storage/common/storage-scalability-targets). For example, the max ingress limit for a GRS account in the United States is currently 10 Gbps. When the limit is exceeded, the AzureBlobFS service fails a percentage of incoming requests, and this causes the client to initiate the retry policy. The retry policy delays requests by sleeping, but the sleep duration is independent of the client throughput and account limit. This results in low throughput, due to the high number of failed requests and thrashing causes by the retry policy.

To fix this, we introduce a client-side throttle which minimizes failed requests and maximizes throughput. ",tmarquardt
HADOOP-15702,ABFS: Increase timeout of ITestAbfsReadWriteAndSeek,"ITestAbfsReadWriteAndSeek.testReadAndWriteWithDifferentBufferSizesAndSeek fails for me all the time. Let's increase the timout limit.

It also seems to get executed twice...",danielzhou
HADOOP-15700,ABFS: Failure in OpenSSLProvider should fall back to JSSE,Failure to {{OpenSSLProvider.register()}} should fall back to default JSSE initialization. This is needed to support Java 7 in case the HADOOP-15669 is back-ported to support Java7.,vishwajeet.dusane
HADOOP-15699,Fix some of testContainerManager failures in Windows,"TestContainerManager.testAuxPathHandler: The filename, directory name, or volume label syntax is incorrect
TestContainerManager.testForcefulShutdownSignal: ProcessStartFile doesn't exist!
TestContainerManager.testGracefulShutdownSignal: ProcessStartFile doesn't exist!
TestContainerManager.testOutputThreadDumpSignal: ProcessStartFile doesn't exist!",botong
HADOOP-15698,KMS log4j is not initialized properly at startup,"During KMs startup, log4j logs don't show up resulting in important logs getting omitted. This happens because log4 initialisation only happens in KMSWebApp#contextInitialized and logs written before that don't show up.

For example the following log never shows up:

[https://github.com/apache/hadoop/blob/a55d6bba71c81c1c4e9d8cd11f55c78f10a548b0/hadoop-common-project/hadoop-auth/src/main/java/org/apache/hadoop/security/authentication/util/ZKSignerSecretProvider.java#L197-L199]

Another example is that the KMS startup message never shows up in the kms logs.

Note that this works in the unit tests, because MiniKMS sets the log4j system property.",knanasi
HADOOP-15696,KMS performance regression due to too many open file descriptors after Jetty migration,"We recently found KMS performance regressed in Hadoop 3.0, possibly linking to the migration from Tomcat to Jetty in HADOOP-13597.

Symptoms:

# Hadoop 3.x KMS open file descriptors quickly rises to more than 10 thousand under stress, sometimes even exceeds 32K, which is the system limit, causing failures for any access to encryption zones. Our internal testing shows the openfd number was in the range of a few hundred in Hadoop 2.x, and it increases by almost 100x in Hadoop 3.
# Hadoop 3.x KMS as much as twice the heap size than in Hadoop 2.x. The same heap size can go OOM in Hadoop 3.x. Jxray analysis suggests most of them are temporary byte arrays associated with open SSL connections.
# Due to the heap usage, Hadoop 3.x KMS has more frequent GC activities, and we observed up to 20% performance reduction due to GC.

A possible solution is to reduce the idle timeout setting in HttpServer2. It is currently hard-coded 10 seconds. By setting it to 1 second, open fds dropped from 20 thousand down to 3 thousand in my experiment.

File this jira to invite open discussion for a solution.

Credit: [~misha@cloudera.com] for the proposed Jetty idle timeout remedy; [~xiaochen] for digging into this problem.

Screenshots:

CDH5 (Hadoop 2) KMS CPU utilization, resident memory and file descriptor chart.
 !Screen Shot 2018-08-22 at 4.30.39 PM.png! 
CDH6 (Hadoop 3) KMS CPU utilization, resident memory and file descriptor chart.
 !Screen Shot 2018-08-22 at 4.30.32 PM.png! 

CDH5 (Hadoop 2) GC activities on the KMS process
 !Screen Shot 2018-08-22 at 4.26.51 PM.png! 
CDH6 (Hadoop 3) GC activities on the KMS process
 !Screen Shot 2018-08-22 at 4.27.02 PM.png! 

JXray report
 !Screen Shot 2018-08-22 at 11.36.16 AM.png! 

open fd drops from 20 k down to 3k after the proposed change.
 !Screen Shot 2018-08-24 at 7.08.16 PM.png! 
",jojochuang
