key,summary,description,assignee
AIRFLOW-5270,JSONDecodeError in DockerOperator when force_pull,"Lines of the Docker API response usually end with ""\r\n"". We .strip() them to correct for this, but sometimes two lines are joined together, creating one line that is not valid JSON. The exact error we see is

```
json.decoder.JSONDecodeError: Extra data: line 2 column 1 (char 55)
```

And can be reproduced with the following code

```

pip install docker


from docker import APIClient
import json

cli = APIClient(base_url='unix://var/run/docker.sock')

for l in cli.pull('hello-world', stream=*True*):
    output = json.loads(l.decode('utf-8').strip()
```

which is exactly what this line of `DockerOperator` does which causes it to crash
[https://github.com/apache/airflow/blob/46885ccdbc8618f295b8f986da95c1abbb85bb02/airflow/operators/docker_operator.py#L259]

The solution is to replace ""\r\n"" with ""\n"" before json parsing",mattpetersen
AIRFLOW-5269,Reuse existing session of '/health' endpoint to get most recent Scheduler Job,,kaxilnaik
AIRFLOW-5268,Rectify DAG naming conventions,,basph
AIRFLOW-5266,AWS Athena Hook only returns first 1000 results,"When using the get_query_results function in the AWSAthenaHook, you will only get the first 1000 results for a given query execution id. See the [boto3 documentation|https://boto3.amazonaws.com/v1/documentation/api/latest/reference/services/athena.html?highlight=start_query_execution#Athena.Client.get_query_results]

I'll be creating a pr in the next few days.",lindsable
AIRFLOW-5262,Update timeout exception to include dag name,"This exception ([https://github.com/apache/airflow/blob/f06ae8fbe9a5c786f0299872abc85d9960b05886/airflow/sensors/base_sensor_operator.py#L114-L116]) could be made clearer for cursory log investigation (especially in third party paging systems) by including the DAG name with this timeout error message.

 ",jomeke
AIRFLOW-5260,Allow empty uri arguments in connection strings,Allow empty string arguments in the connection string. This is needed if you're connecting to RDS using IAM role instead of a password then we would want to pass the {{aws_conn_id}} argument as empty.,sb2nov
AIRFLOW-5258,"ElasticSearch log handler, has 2 times of hours (%H and %I) in _clean_execution_date instead of %H and %M",,a_soldatenko
AIRFLOW-5257,ElasticSearch log handler errors when attemping to close logs,"{code:python}
Traceback (most recent call last):
  File ""/usr/bin/airflow"", line 32, in <module>
    args.func(args)
  File ""/usr/lib/python3.7/site-packages/airflow/utils/cli.py"", line 74, in wrapper
    return f(*args, **kwargs)
  File ""/usr/lib/python3.7/site-packages/airflow/bin/cli.py"", line 523, in run
    logging.shutdown()
  File ""/usr/lib/python3.7/logging/__init__.py"", line 2039, in shutdown
    h.close()
  File ""/usr/lib/python3.7/site-packages/airflow/utils/log/es_task_handler.py"", line 253, in close
    self.writer.close()
AttributeError: 'ElasticsearchTaskHandler' object has no attribute 'writer'

{code}",a_soldatenko
AIRFLOW-5251,crash due to missing typing-extension dependency for python 3.7,Latest master now crashes with python 3.7 due to missing typing-extension dependency.,houqp
AIRFLOW-5250,dmypy still reports error for gcp hooks,"dmypy still reports the following error:
{code:java}
airflow/contrib/hooks/gcp_cloud_build_hook.py:51: error: Need type annotation for '_conn'
airflow/contrib/hooks/gcp_compute_hook.py:52: error: Need type annotation for '_conn'
airflow/contrib/hooks/gcp_sql_hook.py:739: error: Need type annotation for '_conn'
airflow/gcp/hooks/functions.py:43: error: Need type annotation for '_conn'{code}",houqp
AIRFLOW-5247,Getting all dependencies from NPM can be moved up in Dockerfile,Retrieving all NPM dependencies can happen before updating apt-get dependencies. It takes long time and it does not change that often so it is quite OK to move it before adding setup.py in dockerfile,higrys
AIRFLOW-5245,Tracks no tasks in the scheduler,more metrics are required to understand scheduler behavior,bolke
AIRFLOW-5244,Add all possible themes to default_webserver_config.py,Add full list of FAB themes from [https://github.com/dpgaspar/Flask-AppBuilder-Skeleton/blob/b27b73f79680bfe58fa75a0b15a73cea94db89a4/config.py#L98] to the default webserver config file.,rywalker
AIRFLOW-5243,Make airflow/configuration.py and airflow/exceptions.py Pylint compatible,"Fix all Pylint messages in airflow/configuration.py. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. 
1. Remove the file airflow/configuration.py from the blacklist. 
2. Run scripts/ci/ci_pylint_main.sh to see all messages on the no longer blacklisted files. 
3. Fix all messages and create PR.",kik
AIRFLOW-5240,latest version of Kombu is breaking airflow,"I believe kombu 4.6.4 released on Aug 14th (2 days ago) is breaking CeleryExecutor

[https://github.com/celery/kombu/releases/tag/4.6.4]

I was able to resolve it by pinning kombu at 4.6.3

 

Refer to the stack trace below:
{code:java}
Traceback (most recent call last):
  File ""/usr/local/bin/airflow"", line 22, in <module>
    from airflow.bin.cli import CLIFactory
  File ""/usr/local/lib/python2.7/dist-packages/airflow/bin/cli.py"", line 55, in <module>
    from airflow import jobs, settings
  File ""/usr/local/lib/python2.7/dist-packages/airflow/jobs/__init__.py"", line 21, in <module>
    from airflow.jobs.base_job import BaseJob  # noqa: F401
  File ""/usr/local/lib/python2.7/dist-packages/airflow/jobs/base_job.py"", line 48, in <module>
    class BaseJob(Base, LoggingMixin):
  File ""/usr/local/lib/python2.7/dist-packages/airflow/jobs/base_job.py"", line 82, in BaseJob
    executor=executors.get_default_executor(),
  File ""/usr/local/lib/python2.7/dist-packages/airflow/executors/__init__.py"", line 48, in get_default_executor
    DEFAULT_EXECUTOR = _get_executor(executor_name)
  File ""/usr/local/lib/python2.7/dist-packages/airflow/executors/__init__.py"", line 76, in _get_executor
    from airflow.executors.celery_executor import CeleryExecutor
  File ""/usr/local/lib/python2.7/dist-packages/airflow/executors/celery_executor.py"", line 27, in <module>
    from celery import Celery
  File ""/usr/local/lib/python2.7/dist-packages/celery/local.py"", line 509, in __getattr__
    module = __import__(self._object_origins[name], None, None, [name])
  File ""/usr/local/lib/python2.7/dist-packages/celery/app/__init__.py"", line 5, in <module>
    from celery import _state
  File ""/usr/local/lib/python2.7/dist-packages/celery/_state.py"", line 17, in <module>
    from celery.utils.threads import LocalStack
  File ""/usr/local/lib/python2.7/dist-packages/celery/utils/__init__.py"", line 9, in <module>
    from .nodenames import worker_direct, nodename, nodesplit
  File ""/usr/local/lib/python2.7/dist-packages/celery/utils/nodenames.py"", line 9, in <module>
    from kombu.entity import Exchange, Queue
  File ""/usr/local/lib/python2.7/dist-packages/kombu/entity.py"", line 9, in <module>
    from .serialization import prepare_accept_content
  File ""/usr/local/lib/python2.7/dist-packages/kombu/serialization.py"", line 456, in <module>
    for ep, args in entrypoints('kombu.serializers'):  # pragma: no cover
  File ""/usr/local/lib/python2.7/dist-packages/kombu/utils/compat.py"", line 89, in entrypoints
    for ep in importlib_metadata.entry_points().get(namespace, [])
  File ""/usr/local/lib/python2.7/dist-packages/importlib_metadata/__init__.py"", line 456, in entry_points
    ordered = sorted(eps, key=by_group)
  File ""/usr/local/lib/python2.7/dist-packages/importlib_metadata/__init__.py"", line 454, in <genexpr>
    dist.entry_points for dist in distributions())
  File ""/usr/local/lib/python2.7/dist-packages/importlib_metadata/__init__.py"", line 364, in <genexpr>
    cls._search_path(path, pattern)
  File ""/usr/local/lib/python2.7/dist-packages/importlib_metadata/__init__.py"", line 373, in _switch_path
    return pathlib.Path(path)
  File ""/usr/local/lib/python2.7/dist-packages/pathlib2/__init__.py"", line 1256, in __new__
    self = cls._from_parts(args, init=False)
  File ""/usr/local/lib/python2.7/dist-packages/pathlib2/__init__.py"", line 898, in _from_parts
    drv, root, parts = self._parse_args(args)
  File ""/usr/local/lib/python2.7/dist-packages/pathlib2/__init__.py"", line 891, in _parse_args
    return cls._flavour.parse_parts(parts)
  File ""/usr/local/lib/python2.7/dist-packages/pathlib2/__init__.py"", line 250, in parse_parts
    parsed.append(intern(x))
TypeError: can't intern subclass of string
{code}",kaxilnaik
AIRFLOW-5239,Small typo and incorrect tests in CONTRIBUTING.md,"There is a small typo in CONTRIBUTING.md under the ""Local virtualenv development environment"" heading:

bq. The tests in Airflow are a mixture of unit and integration tests and some of them require those components to be setup. Only real unit tests can be run bu default in local environment.

Additionally, the section about running tests in the Docker container [lists only {{./scripts/ci/in_container/run_pylint.sh}}|https://github.com/apache/airflow/blob/master/CONTRIBUTING.md#running-static-code-analysis-in-the-docker-compose-environment] to run pylint tests, but both {{./scripts/ci/in_container/run_pylint_main.sh}} and {{./scripts/ci/in_container/run_pylint_tests.sh}} are both present.",coopergillan
AIRFLOW-5236,No longer need to import all pip packages every time we deploy to kubernetes CI,"Currently, when we wish to build the docker image needed to launch the airflow k8s tests, we have to import all pip packages every time. This makes testing on k8s very tedious. These changes would ensure that pip packages would only be installed when there is a change in requirements.",dimberman
AIRFLOW-5235,Airflow CI kubernetes is not properly creating users,There is a bug in the k8s setup that prevents it from properly creating users. This makes the UI unusable.,dimberman
AIRFLOW-5221,Add host alias support to the KubernetesPodOperator,"[https://kubernetes.io/docs/concepts/services-networking/add-entries-to-pod-etc-hosts-with-host-aliases/]

The only wait to manage DNS entries for kubernetes pods is through hosts aliases ",d_mink99
AIRFLOW-5220,Easy form to create airflow dags,"The airflow usage threshold is higher and the user must write a Python dag file. However, many users don't write Python, they want to create dags directly from forms.",huangyan
AIRFLOW-5219,Alarm if the task is not executed within the expected time range.,"When using Airflow, user has an expected time range for the task. Beyond this range, the user expects to get an alert instead of performing the task directly. 

They may not want the task to be executed automatically, and then manually perform the task after analyzing the cause.",huangyan
